BibCode,Title,Author,AUaff1,AUaff2,AUaff3,Publication,Date,YYYY,URL,DOI,Notes,Instru,ObsDate,ProjCode,TAC,Subject
2016ApJ...832..171T,The Rest-frame Optical Spectroscopic Properties of Lyalpha-emitters at Z~2.5: The Physical Origins of Strong Lyalpha Emission,"Trainor, R.|Strom, A.|Steidel, C.|Rudie, G.",,,,ApJ 832 171,2016 December,2016,https://arxiv.org/abs/1608.07280,10.3847/0004-637X/832/2/171,,MOSFIRE,,2015B_U42M,UC,
2016ApJ...833...96L,The Hawaii Infrared Parallax Program. II. Young Ultracool Field Dwarfs,"Liu, M.|Dupuy, T.|Allers, K.",,,,ApJ 833 96,2016 December,2016,https://arxiv.org/abs/1612.02426,,,AO|LGS|NIRC2,2014 March 14,2014A_H293N2L,UH,
2016Natur.540..248K,"A massive, quiescent, population II galaxy at a redshift of 2.1","Kriek, M.|Conroy, C.|van Dokkum, P.|et. al.",,,,Nature 540 248,2016 December,2016,https://arxiv.org/abs/1612.02001,10.1038/nature20570,,MOSFIRE,,,,
2016MNRAS.463.3186F,"Solar abundances of rock-forming elements, extreme oxygen and hydrogen in a young polluted white dwarf","Farihi, J.|Koester, D.|Zuckerman, B.|et. al.",,,,MNRAS 463 3186,2016 December,2016,https://arxiv.org/abs/1608.07278,10.1093/mnras/stw2182,,HIRES,2015 April,,UC,
2016ApJ...833..283L,The Cosmic Evolution of the Metallicity Distribution of Ionized Gas Traced by Lyman Limit Systems,"Lehner, N.|O’Meara, J.|Howk, J.|et. al.","University of Notre Dame, IN, USA","Saint Michael's College, VT, USA","University of Notre Dame, IN, USA",ApJ 833 283,2016 December,2016,https://arxiv.org/abs/1608.02588,10.3847/1538-4357/833/2/283,,HIRES,,,KOA,
2016ApJ...833..270G,Predominantly Low Metallicities Measured in a Stratified Sample of Lyman Limit Systems at Z=3.7,"Glidden, A.|Cooper, T.|Cooksey, K.|et. al.","MIT, MA, USA","MIT, MA, USA","University of Hawai‘i, Hilo, HI, USA",ApJ 833 270,2016 December,2016,https://arxiv.org/abs/1604.02144,10.3847/1538-4357/833/2/270,,ESI,  17–18 January|  19 April 2015,2014B_H189E|2015A_H230E,UH|KOA,
2016ApJ...833...88L,A Reverse Shock in GRB 160509A,"Laskar, T.|Alexander, K.|Berger, E.|et. al.",,,,ApJ 833 88,2016 December,2016,https://arxiv.org/abs/1606.08873,10.3847/1538-4357/833/1/88,,LRIS,,,UC,
2016ApJ...833...54W,The COS-Halos Survey: Origins of the Highly Ionized Circumgalactic Medium of Star-Forming Galaxies,"Werk, J.|Prochaska, J.|Cantalupo, S.|et. al.",,,,ApJ 833 54,2016 December,2016,https://arxiv.org/abs/1609.00012,10.3847/1538-4357/833/1/54,,HIRES|LRIS,,,UC,
2016ApJ...833...37G,The Bursty Star Formation Histories of Low-mass Galaxies at 0.4 < z < 1 Revealed by Star Formation Rates Measured From H&#946; and FUV,"Guo, Y.|Rafelski, M.|Faber, S.|et. al.",,,,ApJ 833 37,2016 December,2016,https://arxiv.org/abs/1604.05314,10.3847/1538-4357/833/1/37,,DEIMOS,,,Keck,
2016ApJ...833...16K,Portrait of a Dark Horse: a Photometric and Spectroscopic Study of the Ultra-faint Milky Way Satellite Pegasus III,"Kim, D.|Jerjen, H.|Geha, M.|et. al.",,,,ApJ 833 16,2016 December,2016,https://arxiv.org/abs/1608.04934,10.3847/0004-637X/833/1/16,,DEIMOS,July 17th 2015,2015A_Y203D,CIT-Yale,
2016ApJ...833...14H,Abundance Derivations for the Secondary Stars in Cataclysmic Variables from Near-infrared Spectroscopy,"Harrison, T.",,,,ApJ 833 14,2016 December,2016,https://arxiv.org/abs/1609.09763,10.3847/0004-637X/833/1/14,,NIRSPEC,,,,
2016ApJ...832..131P,Evidence for the Direct Detection of the Thermal Spectrum of the Non-Transiting Hot Gas Giant HD 88133 b,"Piskorz, D.|Benneke, B.|Crockett, N.|et. al.",,,,ApJ 832 131,2016 December,2016,https://arxiv.org/abs/1609.09074,10.3847/0004-637X/832/2/131,,NIRSPEC,2012 April 1 and 3|2013 March 10 and 29|2014 May 14|2015 April 8|2015 November 21|2015 December 1|2016 April 15,2016A_C239NS,Caltech,
2016AJ....152..204L,Kepler-21b: A rocky planet around a V = 8.25 magnitude star,"López-Morales, M.|Haywood, R.|Coughlin, J.|et. al.",,,,AJ 152 204,2016 December,2016,https://arxiv.org/abs/1609.07617,10.3847/0004-6256/152/6/204,,HIRES,,,,
2016AJ....152..165O,The Orbit and Mass of the Third Planet in the Kepler-56 System,"Otor, O.|Montet, B.|Johnson, J.|et. al.",,,,AJ 152 165,2016 December,2016,https://arxiv.org/abs/1608.03627,10.3847/0004-6256/152/6/165,,HIRES,,,,
2016A&A...596A..67R,SN 2012aa: A transient between Type Ibc core-collapse and superluminous supernovae,"Roy, R.|Sollerman, J.|Silverman, J.|et. al.",,,,A&A 596 A67,2016 December,2016,https://arxiv.org/abs/1607.00924,10.1051/0004-6361/201527947,,LRIS,2012/03/15.14|2012/05/17.53,,UC,
2016A&A...596A..64S,Do Some AGN Lack X-ray Emission?,"Simmonds, C.|Bauer, F.|Thuan, T.|et. al.",,,,A&A 596 A64,2016 December,2016,https://arxiv.org/abs/1609.07619,10.1051/0004-6361/201629310,,LRIS,2016 Feb 14,2016A_C271LA,Caltech,
2017MNRAS.464.3568P,The Volumetric Rate of Superluminous Supernovae at z~ 1,"Prajs, S.|Sullivan, M.|Smith, M.|et. al.",,,,MNRAS 464 3568,2017 January,2017,http://arxiv.org/abs/1605.05250,10.1093/mnras/stw1942,,LRIS,2007 April 17,2007_C241L,,
2017AJ....153...18B,Planets Around Low-Mass Stars (PALMS). VI. Discovery of a Remarkably Red Planetary-Mass Companion to the AB Dor Moving Group Candidate 2MASS J22362452+4751425,"Bowler, B.|Liu, M.|Mawet, D.|et. al.",,,,AJ 153 18,2017 January,2017,https://arxiv.org/abs/1611.00364,10.3847/1538-3881/153/1/18,,AO|NGS|NIRC2|OSIRIS,2014 November 8|2016 June 23|2016 Aug 03,2014_C236N2|2016_H350O,Caltech|UH,Exoplanets
2017ApJ...834....1M,"Does a Differentiated, Carbonate-rich, Rocky Object Pollute the White Dwarf SDSS J104341.53+085558.2?","Melis, C.|Dufour, P.",,,,ApJ 834 1,2017 January,2017,https://arxiv.org/abs/1610.08016,10.3847/1538-4357/834/1/1,,HIRES,,,UC,
2017ApJ...834....9K,"Chemistry and Kinematics of the Late-Forming Dwarf Irregular Galaxies Leo A, Aquarius, and Sagittarius DIG","Kirby, E.|Rizzi, L.|Held, E.|et. al.",,,,ApJ 834 9,2017 January,2017,https://arxiv.org/abs/1610.08505,10.3847/1538-4357/834/1/9,,DEIMOS,2013 Jan 14|2013 Apr 1|2014 Feb 2,,Caltech|Keck,
2017AJ....153...34C,Near-IR Emission Spectrum of WASP-103b using Hubble Space Telescope/Wide Field Camera 3,"Cartier, K.|Beatty, T.|Zhao, M.|et. al.",,,,AJ 153 34,2017 January,2017,https://arxiv.org/abs/1611.09272,10.3847/1538-3881/153/1/34,,AO|NGS|NIRC2,2016 January,2015B_ C230N2,,
2017MNRAS.464..850G,"Zodiacal Exoplanets in Time (ZEIT) II. A ""Super-Earth"" Orbiting a Young K Dwarf in the Pleiades Neighborhood","Gaidos, E.|Mann, A.|Rizzuto, A.|et. al.",,,,MNRAS 464 850,2017 January,2017,https://arxiv.org/abs/1606.05812,10.1093/mnras/stw2345,,AO|NGS|NIRC2,18 January 2016|18 March 2016,2015B_U080N2|2016A_H319N2,UC|UH,
2017ApJ...834..101T,ZFIRE: Similar Stellar Growth in H$alpha$-emitting Cluster and Field Galaxies at z~2,"Tran, K.|Alcorn, L.|Kacprzak, G.|et. al.",,,,ApJ 834 101,2017 January,2017,https://arxiv.org/abs/1612.01534,10.3847/1538-4357/834/2/101,,MOSFIRE,,,NASA,Extragalactic
2017AJ....153...15B,EPIC 201702477b: A Transiting Brown Dwarf from K2 in a 41 day Orbit,"Bayliss, D.|Hojjatpanah, S.|Santerne, A.|et. al.",,,,AJ 153 15,2017 January,2017,,10.3847/1538-3881/153/1/15,,AO|NGS|NIRC2|HIRES,2015 June 30|2015 December 27,2015B_ C230N2,Caltech,
2017AJ....153....1K,OGLE-2012-BLG-0950Lb: The First Planet Mass Measurement from Only Microlens Parallax and Lens Flux,"Koshimoto, N.|Udalski, A.|Beaulieu, J.|et. al.",,,,AJ 153 1,2017 January,2017,https://arxiv.org/abs/1607.03267,10.3847/1538-3881/153/1/1,,AO|LGS|NIRC2,18-Jul-13,,NASA,
2017ApJ...834...18B,MOSFIRE Spectroscopy of Quiescent Galaxies at 15 < z < 25. I. Evolution of Structural and Dynamical Properties,"Belli, S.|Newman, A.|Ellis, R.|et. al.",,,,ApJ 834 18,2017 January,2017,https://arxiv.org/abs/1608.00608,10.3847/1538-4357/834/1/18,,LRIS|MOSFIRE,2014 November 25-28|2015 April 12-15|2015 November 2-5,2014B_C121M|2015A_C207M|2015B_C122M,Caltech,
2017MNRAS.464..469S,Lyman-alpha and CIII] Emission in z=7-9 Galaxies: Accelerated Reionization Around Luminous Star Forming Systems?,"Stark, D.|Ellis, R.|Charlot, S.|et. al.",,,,MNRAS 464 469,2017 January,2017,https://arxiv.org/abs/1606.01304,10.1093/mnras/stw2233,,MOSFIRE,12-15 April 2015|11 June 2015|30 Nov 2015,2015A_C207M|2015A_C228M|2015B_N170M,Caltech|NASA,
2017ApJ...834...45Z,Strong Lensing Analysis of the Galaxy Cluster MACS J1319.9+7003 and the Discovery of a Shell Galaxy,"Zitrin, A.",,,,ApJ 834 45,2017 January,2017,https://arxiv.org/abs/1608.08181,10.3847/1538-4357/834/1/45,,MOSFIRE,2015 June 10,2015A_C228M,Caltech,
2017AJ....153...43S,The W. M. Keck Observatory infrared vortex coronagraph and a first image of HIP79124 B,"Serabyn, E.|Huby, E.|Matthews, K.|et. al.",,,,AJ 153 43,2017 January,2017,https://arxiv.org/abs/1612.03093,10.3847/1538-3881/153/1/43,,AO|NIRC2,,,Caltech,
2017AJ....153...44M,Characterization of the inner disk around HD 141569 A from Keck/NIRC2 L-band vortex coronagraphy,"Mawet, D.|Choquet, É.|Absil, O.|et. al.",,,,AJ 153 44,2017 January,2017,https://arxiv.org/abs/1612.03091,10.3847/1538-3881/153/1/44,,AO|NGS|NIRC2,11-Jun-15,,Caltech,
2017AJ....153...25A,Probability of the Physical Association of 104 Blended Companions to Kepler Objects of Interest Using Visible and Near-infrared Adaptive Optics Photometry,"Atkinson, D.|Baranec, C.|Ziegler, C.|et. al.",,,,AJ 153 25,2017 January,2017,https://arxiv.org/abs/1609.09512,10.3847/1538-3881/153/1/25,,AO|LGS|NIRC2,2013 June 24|2013 August 24 - 25|2014 August 17|2015 July 25|2015August 4,2014B_H181N2L|2015A_H210N2L,Caltech|UH,
2017ApJ...835...27A,"The MOSDEF survey: AGN multi-wavelength identification, selection biases and host galaxy properties","Azadi, M.|Coil, A.|Aird, J.|et. al.",,,,ApJ 835 27,2017 January,2017,https://arxiv.org/abs/1608.05890,10.3847/1538-4357/835/1/27,MOSDEF Survey,MOSFIRE,,,,
2017ApJ...834..152B,The Depletion of Water During Dispersal of Planet-forming Disk Regions,"Banzatti, A.|Pontoppidan, K.|Salyk, C.|et. al.",,,,ApJ 834 152,2017 January,2017,https://arxiv.org/abs/1611.06230,10.3847/1538-4357/834/2/152,,NIRSPEC,,,,
2017Natur.541...58C,The direct localization of a fast radio burst and its host,"Chatterjee, S.|Law, C.|Wharton, R.|et. al.","Cornell University, NY, USA","UC Berkeley, CA, USA","Cornell University, NY, USA",Nature 541 58,2017 January,2017,https://arxiv.org/abs/1701.01098,10.1038/nature20797,,LRIS,2014 November 19,,KOA,
2017AJ....153...13F,Spatially resolved Spectroscopy of Europa’s Large-scale Compositional Units at 3-4 µm with Keck NIRSPEC,"Fischer, P.|Brown, M.|Trumbo, S.|Hand, K.",,,,AJ 153 13,2017 January,2017,,10.3847/1538-3881/153/1/13,,AO|NIRSPAO|NIRSPEC,2013 December 27|2016 February 24|2016 February 25,,,
2017ApJ...834..162G,SCExAO and GPI YJH Band Photometry and Integral Field Spectroscopy of the Young Brown Dwarf Companion to HD 1160,"Garcia, E.|Currie, T.|Guyon, O.|et. al.","Lowell Observatory, Flagstaff, AZ, USA","Subaru Telescope, HI, USA","Subaru Telescope, HI, USA",ApJ 834 162,2017 January,2017,https://arxiv.org/abs/1610.05786,10.3847/1538-4357/834/2/162,,AO|NIRC2,,,KOA,
2017NatAs...1E...5V,The Case for Electron Re-Acceleration at Galaxy Cluster Shocks,"van Weeren, R.|Andrade-Santos, F.|Dawson, W.|et. al.",,,,NatAs 1 E5,2017 January,2017,https://arxiv.org/abs/1701.01439,10.1038/s41550-016-0005,,DEIMOS,"2013, December 3 and 4",2013B_U065D,UC,
2017AJ....153...28S,Refined System Parameters and TTV Study of Transiting Exoplanetary System HAT-P-20,"Sun, L.|Gu, S.|Wang, X.|et. al.","Yunnan Observatories, China","Yunnan Observatories, China","Yunnan Observatories, China",AJ 153 28,2017 January,2017,,10.3847/1538-3881/153/1/28,,HIRES,,,KOA,
2017MNRAS.464.2708S,K2-99: a subgiant hosting a transiting warm Jupiter in an eccentric orbit and a long-period companion,"Smith, A.|Gandolfi, D.|Barragán, O.|et. al.",,,,MNRAS 464 2708,2017 January,2017,https://arxiv.org/abs/1609.00239,10.1093/mnras/stw2487,,AO|NGS|NIRC2,15-Jul-16,2016A_N302N2L,NASA,
2017MNRAS.464.2378R,CARMA observations of massive Planck-discovered cluster candidates at z>0.5 associated with WISE overdensities: Breaking the size-flux degeneracy,"Rodríguez-Gonzálvez, C.|Chary, R.|Muchovej, S.|et. al.",,,,MNRAS 464 2378,2017 January,2017,https://arxiv.org/abs/1505.01132,10.1093/mnras/stw2392,,MOSFIRE,,,,
2017ApJ...835..105R,"NuSTAR observations of WISE J1036+0449, a Galaxy at z~1 obscured by hot dust","Ricci, C.|Assef, R.|Stern, D.|et. al.",,,,ApJ 835 105,2017 January,2017,https://arxiv.org/abs/1609.04808,10.3847/1538-4357/835/1/105,,LRIS|NIRSPEC,  2012 April 20|  2016 January 27,2012A_U040LA|2015B_C299NS,Caltech|UC,
2017ApJ...834..118M,"Asphericity, Interaction, and Dust in the Type II-P/II-L Supernova 2013EJ in Messier 74","Mauerhan, J.|Van Dyk, S.|Johansson, J.|et. al.",,,,ApJ 834 118,2017 January,2017,https://arxiv.org/abs/1611.07930,10.3847/1538-4357/834/2/118,,DEIMOS|LRIS,2014 Oct. 2|2016 Jan. 8|2015 Feb. 9|2015 Oct.10,2014B_U021D|2015B_U048D|2015B_U048LA,UC,
2017ApJ...834..205M,Star Formation In The Cluster Merger DLSCL J0916.2+2953,"Mansheim, A.|Lemaux, B.|Dawson, W.|et. al.",,,,ApJ 834 205,2017 January,2017,https://arxiv.org/abs/1611.07040,10.3847/1538-4357/834/2/205,,DEIMOS,"March 2 & 3, 2011|January 16, 2013",2011A_U018D|2012B_U047D,UC,
2017MNRAS.464.2565L,On the black hole mass of the  -ray emitting narrow-line Seyfert 1 galaxy 1H 0323+342,"Landt, H.|Ward, M.|Balokovic, M.|et. al.",,,,MNRAS 464 2565,2017 January,2017,https://arxiv.org/abs/1609.08002,10.1093/mnras/stw2447,,LRIS,14-Feb-16,2016A_C271LA,Caltech,
2017Icar..281..388S,Radar observations and shape model of asteroid 16 Psyche,"Shepard, M.|Richardson, J.|Taylor, P.|et. al.",,,,Icarus 281 388,2017 January,2017,,10.1016/j.icarus.2016.08.011,,AO|NIRC2,2015 December 25,,,
2017ApJ...835...95B,A Submillimeter Perspective on the GOODS Fields (SUPER GOODS) - II. The High Radio Power Population in the GOODS-N,"Barger, A.|Cowie, L.|Owen, F.|et. al.",,,,ApJ 835 95,2017 January,2017,https://arxiv.org/abs/1702.03005,10.3847/1538-4357/835/1/95,,DEIMOS|LRIS|MOSFIRE,,,,
2017ApJ...835...58V,On the early-time excess emission in hydrogen-poor superluminous supernovae,"Vreeswijk, P.|Leloudas, G.|Gal-Yam, A.|et. al.",,,,ApJ 835 58,2017 January,2017,https://arxiv.org/abs/1609.08145,10.3847/1538-4357/835/1/58,,LRIS,"2013 Dec. 3, 4",2013B_C247LA,Caltech,
2017A&A...597A..91B,The 2008 outburst in the young stellar system Z CMa. III. Multi-epoch high-angular resolution images and spectra of the components in near-infrared,"Bonnefoy, M.|Chauvin, G.|Dougados, C.|et. al.",,,,A&A 597 A91,2017 January,2017,https://arxiv.org/abs/1608.08035,10.1051/0004-6361/201628693,from PW,AO|NGS|NIRC2|OSIRIS,"December 17, 2009|December 22, 2009",2009B_W010O,CIT - Swinburne,
2017ApJ...834..107B,Common Envelope ejection for a Luminous Red Nova in M101,"Blagorodnova, N.|Kotak, R.|Polshaw, J.|et. al.",,,,ApJ 834 107,2017 January,2017,https://arxiv.org/abs/1607.08248,10.3847/1538-4357/834/2/107,,LRIS,,,,
2017A&A...599A..36H,Shape model of asteroid (130) Elektra from optical photometry and disk-resolved images from VLT/SPHERE and Nirc2/Keck,"Hanus, J.|Marchis, F.|Viikinkoski, M.|et. al.","Centre National d'Études Spatiales, Paris, France","SETI Institute, CA, USA","Tampere University, Finland",A&A 599 36,2017 February,2017,https://arxiv.org/abs/1611.03632,10.1051/0004-6361/201629592,,AO|NIRC2,9/22/2002,,KOA,
2017ApJ...835..168D,A Transient Transit Signature Associated with the Young Star RIK-210,"David, T.|Petigura, E.|Hillenbrand, L.|et. al.",,,,ApJ 835 168,2017 February,2017,https://arxiv.org/abs/1612.03907,10.3847/1538-4357/835/2/168,,AO|NGS|NIRC2|HIRES,   2016 Jul 17,,Caltech,
2017NatPh..13..510Y,Confined Dense Circumstellar Material Surrounding a Regular Type II Supernova: The Unique Flash-Spectroscopy Event - SN 2013fs,"Yaron, O.|Perley, D.|Gal-Yam, A.|et.al.",,,,Nature Phys 13 510,2017 February,2017,https://arxiv.org/abs/1701.02596,10.1038/nphys4025,,LRIS,2013 Oct. 6,2013B_C247LA,Caltech,
2017AJ....153...71F,The Kepler Follow-up Observation Program. I. A Catalog of Companions to Kepler Stars from High-Resolution Imaging,"Furlan, E.|Ciardi, D.|Everett, M.|et. al.",,,,AJ 153 71,2017 February,2017,https://arxiv.org/abs/1612.02392,10.3847/1538-3881/153/2/71,,AO|LGS|NGS|NIRC2,,,,
2017ApJ...835..267H,Quasars Probing Galaxies. I. Signatures of Gas Accretion at Redshift Approximately 0.2,"Ho, S.|Martin, C.|Kacprzak, G.|et. al.",,,,ApJ 835 267,2017 February,2017,https://arxiv.org/abs/1611.04579,10.3847/1538-4357/835/2/267,,AO|LGS|LRIS|NIRC2,2015 May 6|2015 Mar 21|2015 Mar 22,,UC,
2017ApJ...836L..17D,Planet-Induced Stellar Pulsations in HAT-P-2's Eccentric System,"de Wit, J.|Lewis, N.|Knutson, H.|et. al.",,,,ApJ 836 L17,2017 February,2017,https://arxiv.org/abs/1702.03797,,,HIRES,,,Caltech|UC|UH,
2017ApJ...836L..25P,Ground-based Detection of Deuterated Water in Comet C/2014 Q2 (Lovejoy) at IR Wavelengths,"Paganini, L.|Mumma, M.|Gibb, E.|Villanueva, G.",,,,ApJ 836 L25,2017 February,2017,,10.3847/2041-8213/aa5cb3,,NIRSPEC,2015 February 4,N160NS,NASA,Solar System
2017ApJ...836..164S,"Nebular Emission Line Ratios in z &#8771; 2–3 Star-forming Galaxies with KBSS-MOSFIRE: Exploring the Impact of Ionization, Excitation, and Nitrogen-to-Oxygen Ratio","Strom, A.|Steidel, C.|Rudie, G.|et. al.",,,,ApJ 836 164,2017 February,2017,https://arxiv.org/abs/1608.02587,10.3847/1538-4357/836/2/164,,MOSFIRE,,,Caltech|UC,
2017AJ....153...82A,Ultra Short Period Planets in K2 with companions: a double transiting system for EPIC 220674823,"Adams, E.|Jackson, B.|Endl, M.|et. al.",,,,AJ 153 82,2017 February,2017,https://arxiv.org/abs/1611.00397,10.3847/1538-3881/153/2/82,,AO|NGS|NIRC2,2016 October 16,2016B_H286N2L,,
2017ApJ...836L...2B,ALMA [C II] 158 µm Detection of a Redshift 7 Lensed Galaxy behind RXJ1347.1-1145,"Bradac, M.|Garcia-Appadoo, D.|Huang, K.|et. al.",,,,ApJ 836 L2,2017 February,2017,https://arxiv.org/abs/1610.02099,10.3847/2041-8213/836/1/L2,,DEIMOS,,,,
2017AJ....153...83B,C/O and O/H Ratios Suggest Some Hot Jupiters Originate Beyond the Snow Line,"Brewer, J.|Fischer, D.|Madhusudhan, N.|et. al.",,,,AJ 153 83,2017 February,2017,https://arxiv.org/abs/1612.04372,10.3847/1538-3881/153/2/83,,HIRES,,,NASA,
2017ApJ...836...41C,A Continuum of Accretion Burst Behavior in Young Stars Observed by K2,"Cody, A|Hillenbrand, L.|David, T.|et. al.",,,,ApJ 836 41,2017 February,2017,https://arxiv.org/abs/1612.05599,10.3847/1538-4357/836/1/41,,HIRES,2016 May 17 and 20|2015 June 1 and 2|2013 June 4,2016A_C250Hr|2015A_C247Hr|2013A_C189Hr,,
2017ApJ...836..242D,Residual Gas & Dust Around Transition Objects and Weak T Tauri Stars,"Doppmann, G.|Najita, J.|Carr, J.|et. al.",,,,ApJ 836 242,2017 February,2017,https://arxiv.org/abs/1701.06758,10.3847/1538-4357/aa5c3c,,NIRSPEC,,,NASA,
2017ApJ...835..144G,iPTF Discovery of the Rapid “Turn-on” of a Luminous Quasar,"Gezari, S.|Hung, T.|Cenko, S.|et. al.",,,,ApJ 835 144,2017 February,2017,https://arxiv.org/abs/1612.04830,10.3847/1538-4357/835/2/144,,DEIMOS,2016 June 4,2016A_C279D,Caltech,
2017ApJ...836..158H,Type Ibn Supernovae Show Photometric Homogeneity and Spectral Diversity at Maximum Light,"Hosseinzadeh, G.|Arcavi, I.|Valenti, S.|et. al.",,,,ApJ 836 158,2017 February,2017,https://arxiv.org/abs/1608.01998,10.3847/1538-4357/836/2/158,,DEIMOS|LRIS,,,,
2017AJ....153...66Z,Robo-AO Kepler Planetary Candidate Survey III: Adaptive Optics Imaging of 1629 Kepler Exoplanet Candidate Host Stars,"Ziegler, C.|Law, N.|Morton, T.|et. al.",,,,AJ 153 66,2017 February,2017,https://arxiv.org/abs/1605.03584,10.3847/1538-3881/153/2/66,,AO|LGS|NIRC2,2015 July 25,2015B_H210N2L,UH,
2017ApJ...836...77Y,Precision Stellar Characterization of FGKM Stars using an Empirical Spectral Library,"Yee, S.|Petigura, E.|von Braun, K.",,,,ApJ 836 77,2017 February,2017,https://arxiv.org/abs/1701.00922,10.3847/1538-4357/836/1/77,,HIRES,,,,California Planet Search
2017ApJ...836L...7X,The Chemical Composition of an Extrasolar Kuiper-Belt-Object,"Xu, S.|Zuckerman, B.|Dufour, P.|et. al.",,,,ApJ 836 L7,2017 February,2017,https://arxiv.org/abs/1702.02868,10.3847/2041-8213/836/1/L7,,HIRES,2008 February 13|2014 May 22,2008A_U011Hb,UC,
2017MNRAS.465.1274T,Photometric properties of intermediate-redshift Type Ia supernovae observed by the Sloan Digital Sky Survey-II Supernova Survey,"Takanashi, N.|Doi, M.|Yasuda, N.|et. al.",,,,MNRAS 465 1274,2017 February,2017,https://arxiv.org/abs/1610.06396,10.1093/mnras/stw2730,,,,,,Supernova Survey - SDSS
2017AJ....153...70S,Mass Constraints of the WASP-47 Planetary System from Radial Velocities,"Sinukoff, E.|Howard, A.|Petigura, E.|et. al.",,,,AJ 153 70,2017 February,2017,https://arxiv.org/abs/1612.04851,10.3847/1538-3881/153/2/70,,HIRES,2015 August 10|2016 October 7,2015B_H232Hr|2015B_C209Hr|2016B_C214Hr,Caltech|UH,
2017MNRAS.465L..89P,"A Revised Host Galaxy Association for GRB 020819B: A High-Redshift Dusty Starburst, Not a Low-Redshift Gas-Poor Spiral","Perley, D.|Krühler, T.|Schady, P.|et. al.","University of Copenhagen, Denmark","MPI, Garching, Germany","MPI, Garching, Germany",MNRAS 465 L89,2017 February,2017,https://arxiv.org/abs/1609.04016,10.1093/mnrasl/slw221,,LRIS,,,KOA,
