BibCode,Title,Author,AUaff1,AUaff2,AUaff3,Publication,Date,YYYY,URL,DOI,Notes,Instru,ObsDate,ProjCode,TAC,Subject
1997ApJ...479..523B,Evolution of Structure in the Intergalactic Medium and the Nature of the Ly alpha Forest,"Bi, H.|Davidsen, A.",,,,ApJ  479 523,1997 April,1997,http://dx.doi.org/10.1086/303908,,,HIRES,,,,
1997PASP..109..461F,A Black Hole in the X-Ray Nova Ophiuchi 1997,"Filippenko, A.|Matheson, T.|Leonard, D.|Barth, A.|van Dyk, S.",,,,PASP 109 461,1997 April,1997,http://dx.doi.org/10.1086/133902,,,LRIS,,,,
1997ApJ...478L..49K,On the Nature of the Strong Emission-Line Galaxies in Cluster CL 0024+1654  Are Some the Progenitors of Low-Mass Spheroidals?,"Koo, D.|Guzman, R.|Gallego, J.|Wirth, G.",,,,ApJ 478 L49,1997 April,1997,http://dx.doi.org/10.1086/310551,,,HIRES,,,,
1997ApJ...479L.121V,Optical Rotation Curves of Distant Field Galaxies: Sub-L Systems,"Vogt, N.|Phillips, A.|Faber, S.|et. al.",,,,ApJ 479 L121,1997 April,1997,http://dx.doi.org/10.1086/310591,,,LRIS,,,,
1997ApJ...480L...5C,Spectroscopy of Close Companions to Quasi-Stellar Objects and the Ages of Interaction-Induced Starbursts,"Canalizo, G.|Stockton, A.",,,,ApJ 480 L5,1997 May,1997,http://dx.doi.org/10.1086/310608,,,LRIS,,,,
1997ApJ...480L..43D,Keck Observation of Lithium in a Cool Halo Dwarf Common Proper Motion Pair,"Deliyannis, C.|Ryan, S.",,,,ApJ 480 L43,1997 May,1997,http://dx.doi.org/10.1086/310609,,,HIRES,,,,
1997AJ....113.1495H,"Resolving the Helium Lyman-alpha Forest, Mapping Intergalactic Gas and Ionizing Radiation at z~3","Hogan, C.|Anderson, S.|Rugers, M.",,,,AJ 113 1495,1997 May,1997,http://dx.doi.org/10.1086/118366,,,HIRES,,,,
1997AJ....113.1871K,"Lithium Abundances in the Solar Twins 16 CYG A and B and the Solar Analog alpha CEN A, Calibration of the 6707 Angstrom Li Region Linelist and Implications","King, J.|Deliyannis, C.|Hiltgen, D.|et. al.",,,,AJ 113 1871,1997 May,1997,http://dx.doi.org/10.1086/118399,,,HIRES,,,,
1997PASP..109..614O,Night-Sky High-Resolution Spectral Atlas of OH Emission Lines for Echelle Spectrograph Wavelength Calibration. II.,"Osterbrock, D.|Fulbright, J.|Bida, T.",,,,PASP 109 614,1997 May,1997,http://dx.doi.org/10.1086/133920,,,HIRES,,,,
1997ApJ...480L..91Z,Distant Galaxy Clusters Identified from Optical Background Fluctuations,"Zaritsky, D.|Nelson, A.|Dalcanton, J.|Gonzalez, A.",,,,ApJ 480 L91,1997 May,1997,http://dx.doi.org/10.1086/310625,,,LRIS,,,,
1997ApJ...480..568S,Quasar Absorbing Galaxies at Z <= 1. I. Deep Imaging and Spectroscopy in the Field of 3C 336,"Steidel, C.|Dickinson, M.|Meyer, D.|et. al.",,,,ApJ 480 568,1997 May,1997,http://dx.doi.org/10.1086/303994,,06 roundup,LRIS|NIRC,,,,
1997Natur.387..878M,Spectral constraints on the redshift of the optical counterpart to the gamma-ray burst of 8 May 1997,"Metzger, M.|Djorgovski, S.|Kulkarni, S.|et. al.",,,,Nature 387 878,1997 June,1997,,,,LRIS,,,,
1997AJ....113.2338H,Near Infrared Imaging of the Hubble Deep Field with the Keck Telescope,"Hogg, D.|Neugebauer, G.|Armus, L.|et. al.",,,,AJ 113 2338,1997 June,1997,,,,NIRC,,,,
1997ApJ...481..673L,Keck Spectroscopy of Redshift Z approximately 3 Galaxies in the Hubble Deep Field,"Lowenthal, J.|Koo, D.|Guzman, R.|et. al.",,,,ApJ 481 673,1997 June,1997,http://dx.doi.org/10.1086/304092,,,LRIS,,,,
1997ApJ...482..757M,Mass-Loss Rates and Stellar Wind Momenta of A-Supergiants in M31. First Results from the Keck HIRES Spectrograph,"McCarthy, J.|Kudritzki, R.|Lennon, D.|et. al.",,,,ApJ 482 757,1997 June,1997,http://dx.doi.org/10.1086/304189,,,HIRES,,,,
1997ApJ...482..203M,The Chemical Composition and Period Change Rate of the Anomalous Cepheid V19 in NGC 5466,"McCarthy, J.|Nemec, J.",,,,ApJ 482 203,1997 June,1997,,,,HIRES,,,,
1997ApJ...482L..37O,Scattered Nuclear Continuum and Broad H alpha in Cygnus A,"Ogle, P.|Cohen, M.|Miller, J.|et. al.",,,,ApJ 482 L37,1997 June,1997,http://dx.doi.org/10.1086/310675,,First K2 science paper - observations Oct 4-5 1996,LRIS,,,,
1997MNRAS.288.1015A,Keck high-resolution spectroscopy of MRK 335. Constraints on the number of emitting clouds in the broad-line region,"Arav, N.|Barlow, T.|Laor, A.|Blandford, R.",,,,MNRAS 288 1015,1997 July,1997,,,,HIRES,,,,
1997ApJ...484..193C,PKS 0116+082 an Optically Variable Compact Steep-Spectrum Source in A Narrow-Line Radio Galaxy,"Cohen, M.|Vermeulen, R.|Ogle, P.|et. al.",,,,ApJ 484 193,1997 July,1997,http://dx.doi.org/10.1086/304328,,,LRIS,,,,
1997ApJ...484...70F,An Estimate of H 0 from Keck Spectroscopy of the Gravitational Lens System 0957+561,"Falco, E.|Shapiro, I.|Moustakas, L.|Davis, M.",,,,ApJ 484 70,1997 July,1997,http://dx.doi.org/10.1086/304339,,,LRIS,,,,
1997A&A...323..819H,Rotation velocities of white dwarf stars.,"Heber, U.|Napiwotzki, R.|Reid, I.",,,,A&A 323 819,1997 July,1997,,,,HIRES,,,,
1997AJ....114..352J,The Evolution of the Lithium Abundances of Solar-Type Stars.VII.M34 (NGC 1039) and the Role of Rotation in Lithium Depletion,"Jones, B.|Fischer, D.|Shetrone, M.|Soderblom, D.",,,,AJ 114 352,1997 July,1997,http://dx.doi.org/10.1086/118479,,,HIRES,,,,
1997ApJ...484..672K,Intrinsic Properties of the &#60;z&#62;=2.7 Lyman Alpha Forest from Keck Spectra of QSO HS 1946+7658,"Kirkman, D.|Tytler, D.",,,,ApJ 484 672,1997 July,1997,http://dx.doi.org/10.1086/304371,,,HIRES,,,,
1997ApJ...484..131L,Evidence for Rotation in the Galaxy at z=3.15 Responsible for a Damped Lyman-Alpha Absorption System in the Spectrum of Q2233+1310,"Lu, L.|Sargent, W.|Barlow, T.",,,,ApJ 484 131,1997 July,1997,http://dx.doi.org/10.1086/304326,,,HIRES,,,,
1997ApJ...484..581S,"LBDS 53W091 An Old, Red Galaxy at z=1.552","Spinrad, H.|Dey, A.|Stern, D.|et . al.",,,,ApJ 484 581,1997 July,1997,http://dx.doi.org/10.1086/304381,,,LRIS,,,,
1997ApJ...483..565P,Measurements of the Cosmological Parameters Omega and Lambda from the First Seven Supernovae at Z >= 0.35,"Perlmutter, S.|Gabi, S.|Goldhaber, G.|et. al.",,,,ApJ 483 565,1997 July,1997,http://dx.doi.org/10.1086/304265,,From Dr. Filippenko's email of 19Feb09,LRIS,,,UC,
1997ApJ...483..638C,On the Origin of Metallicity in Ly alpha Forest Systems,"Chiba, M.|Nath, B.",,,,ApJ 483 638,1997 July,1997,http://dx.doi.org/10.1086/304260,,IoP database Mar09,HIRES,,,,
1997AJ....114..781B,The Classical T Tauri Spectroscopic Binary DQ Tau. II. Emission Line Variations with Orbital Phase,"Basri, G.|Johns-Krull, C.|Mathieu, R.",,,,AJ  114  781,1997 August,1997,http://dx.doi.org/10.1086/118510,,,HIRES,,,,
1997ApJ...485L..75C,NGC 4258  A Compact Central Infrared Source Revealed,"Chary, R.|Becklin, E.",,,,ApJ 485 L75,1997 August,1997,http://dx.doi.org/10.1086/310813,,,NIRC,,,,
1997AJ....114..722R,Time Dilation from Spectral Feature Age Measurements of Type IA Supernovae.,"Riess, A.|Filippenko, A.|Leonard, D.|et. al.",,,,AJ 114 722,1997 August,1997,http://dx.doi.org/10.1086/118506,,From Dr. Filippenko's email of 19Feb09,LRIS,,,UC,
1997AJ....114..507K,Keck Spectroscopy of the Gravitational Lens System PG 1115+080: Redshifts of the Lensing Galaxies,"Kundic, T.|Cohen, J.|Blandford, R.|Lubin, L.",,,,AJ 114 507,1997 August,1997,http://dx.doi.org/10.1086/118489,,,LRIS,,,Caltech,
1997MNRAS.289..621A,The unusual near-infrared morphology of the radio-loud quasar 4C+09.17,"Armus, L.|Neugebauer, G.|Lehnert, M.|Matthews, K.",,,,MNRAS 289 621,1997 August,1997,,,ADS Labs full text search,NIRC,,,Caltech,
1997ApJ...486..230C,The Dynamics of the M87 Globular Cluster System,"Cohen, J.|Ryzhov, A.",,,,ApJ 486 230,1997 September,1997,http://dx.doi.org/10.1086/304518,,,LRIS,,,,
1997ApJ...486L..75F,A Pair of Lensed Galaxies at z=4.92 in the Field of CL 1358+62,"Franx, M.|Illingworth, G.|Kelson, D.|et. al.",,,,ApJ 486 L75,1997 September,1997,http://dx.doi.org/10.1086/310844,,,LRIS,,,,
1997AJ....114.1170H,A doppler map and mass-ration constraint for the black-hole x-ray nova ophiuchi 1977.,"Harlaftis, E.|Steeghs, D.|Horne, K.|Filippenko, A.",,,,AJ 114 1170,1997 September,1997,http://dx.doi.org/10.1086/118548,,,LRIS,,,,
1997ApJ...487...73P,On the Kinematics of the Damped Lyman- alpha Protogalaxies,"Prochaska, J.|Wolfe, A.",,,,ApJ 487 73,1997 September,1997,http://dx.doi.org/10.1086/304591,,,HIRES,,,,
1997Sci...277.1485S,The Isotopic Oxygen Nightglow as Viewed from Mauna Kea,"Slanger, T.|Huestis, D.|Osterbrock, D.|Fulbright, J.",,,,Science 277 1485,1997 September,1997,http://dx.doi.org/10.1126/science.277.5331.1485,,added oct 2010,HIRES,,,,
1997PhRvL..79.1801W,Observational Evidence Against Birefringence Over Cosmological Distances,"Wardle, J.|Perley, R.|Cohen, M.",,,,PhRvL 79 1801,1997 September,1997,http://dx.doi.org/10.1103/PhysRevLett.79.1801,,Physical Review Letters,LRIS,,,,
1997ApJ...487L.113B,Spectropolarimetry of FIRST Broad Absorption Line Quasars,"Brotherton, M.|Tran, H.|van Breugel, W.|et. al.",,,,ApJ 487 L113,1997 October,1997,http://dx.doi.org/10.1086/310898,,,LRIS,,,,
1997AJ....114.1330B,The Neutral Hydrogen Column Density Towards Q1937-1009 From the Unabsorbed Intrinsic Continuum in the Lyman-alpha Forest.,"Burles, S.|Tytler, D.",,,,AJ 114 1330,1997 October,1997,http://dx.doi.org/10.1086/118566,,,HIRES|LRIS,,,,
1997ApJS..112..527P,Surveying DC White Dwarfs for Magnetic Fields,"Putney, A.",,,,ApJS 112 527,1997 October,1997,,10.1086/313037,,LRIS,,,Caltech,
1997A&A...327L..29M,Keck HIRES Spectra of the Brown Dwarf DENIS-P J1228.2-1547,Martín|Basri|Delfosse|Forveille,,,,A&A 327 L29,1997 November,1997,,,,HIRES,,,,
1997ApJ...489L...7C,The Weakness of C IV Absorber Clustering in Keck HIRES Spectra of Adjacent Quasar Sight Lines,"Crotts, A.|Burles, S.|Tytler, D.",,,,ApJ 489 L7,1997 November,1997,http://dx.doi.org/10.1086/310948,,,HIRES,,,,
1997ApJ...489..559G,The Nature of Compact Galaxies in the Hubble Deep Field. II. Spectroscopic Properties and Implications for the Evolution of the Star Formation Rate Density of the Universe,"Guzman, R.|Gallego, J.|Koo, D.|et. al.",,,,ApJ 489 559,1997 November,1997,http://dx.doi.org/10.1086/304797,,,LRIS,,,,
1997ApJ...490L..99H,Subarcsecond Imaging at 267 GHz of a Young Binary System: Detection of a Dust Disk of Radius Less than 70 AU around T Tauri N,"Hogerheijde, M.|van Langevelde, H.|Mundy, L.|et. al.",,,,ApJ 490 L99,1997 November,1997,http://dx.doi.org/10.1086/311019,,,NIRC,,,,
1997ApJ...489..543P,The Nature of Compact Galaxies in the Hubble Deep Field. I. Global Properties,"Phillips, A.|Guzman, R.|Gallego, J.|et. al.",,,,ApJ 489 543,1997 November,1997,http://dx.doi.org/10.1086/304796,,,LRIS,,,,
1997ApJ...489....7R,The Opacity of the Ly alpha Forest and Implications for Omega B and the Ionizing Background,"Rauch, M.|Miralda-Escude, J.|Sargent, W.|et. al.",,,,ApJ 489 7,1997 November,1997,http://dx.doi.org/10.1086/304765,,,HIRES,,,,
1997AJ....114.1964S,Star-To-Star Abundance Variations Among Bright Giants in the Metal-Poor Globular Cluster M15,"Sneden, C.|Kraft, R.|Shetrone, M.|et. al.",,,,AJ 114 1964,1997 November,1997,http://dx.doi.org/10.1086/118618,,,HIRES,,,UC,
1997ApJ...491L..81Z,New Brown Dwarfs in the Pleiades Cluster,"Zapatero-Osorio, M.|Rebolo, R.|Martin, E.|et. al.",,,,ApJ 491 L81,1997 December,1997,http://dx.doi.org/10.1086/311073,,,HIRES,,,,
1997ApJ...490..698D,Triggered Star Formation in a Massive Galaxy at z=3.8  4C~41.17,"Dey, A.|van Breugel, W.|Vacca, W.|Antonucci, R.",,,,ApJ 490 698,1997 December,1997,http://dx.doi.org/10.1086/304911,,,LRIS,,,,
1997AJ....114.2232S,An IR-Selected Galaxy Cluster at z=1.27,"Stanford, S.|Elston, R.|Eisenhardt, P.|et. al.",,,,AJ 114 2232,1997 December,1997,http://dx.doi.org/10.1086/118643,,,LRIS,,,,
1997ApJ...491..436A,MACHO Alert 95-30: First Real-Time Observation of Extended Source Effects in Graviational Microlensing,"Alcock, C.|Allen, W.|Allsman, R.|et. al.",,,,ApJ 491 436,1997 December,1997,http://dx.doi.org/10.1086/304974,,IoP database Mar09,HIRES,,,Caltech,
1997AJ....114.2276K,The External Shear Acting on Gravitational Lens B1422+231,"Kundic, T.|Hogg, D.|Blandford, R.|et. al.",,,,AJ 11 2276,1997 December,1997,http://dx.doi.org/10.1086/118647,,,LRIS,,,Caltech,
1998AJ....115..105K,Keck Spectroscopy of Globular Clusters around NGC 1399,"Kissler-Patig, M.|Brodie, J.|Schroder, L.|et. al.",,,,AJ 115 105,1998 January,1998,http://dx.doi.org/10.1086/300186,,,LRIS,,,,
1998ApJ...493..206B,Primordial Lithium: Keck Observations in M92 Turnoff Stars,"Boesgaard, A.|Deliyannis, C.|Stephens, A.|King, J.",,,,ApJ 493 206,1998 January,1998,http://dx.doi.org/10.1086/305089,,,HIRES,,,,
1998ApJ...492L.131H,Ultraviolet Spectral Dating of Stars and Galaxies,"Heap, S.|Brown, T.|Hubeny, I.|et. al.",,,,ApJ 492 L131,1998 January,1998,http://dx.doi.org/10.1086/311107,,,LRIS,,,,
1998A&A...329..495S,"The ROSAT deep survey II. Optical identification, photometry and spectra of X-ray sources in the Lockman field","Schmidt, M.|Hasinger, G.|Gunn, J.|et. al.",,,,A&A 329 495,1998 January,1998,,,,LRIS,,,,
1998Natur.391...51P,Discovery of a supernova explosion at half the age of the Universe,"Perlmutter, S.|Aldering, G.|Della Valle, M.",,,,Nature 391 51,1998 January 01,1998,https://arxiv.org/abs/astro-ph/9712212,10.1038/34124,,LRIS,,,UC,
1998ApJ...492..428S,A Large Structure of Galaxies at Redshift z~3 and Its Cosmological Implications,"Steidel, C.|Adelberger, K.|Dickinson, M.|et. al.",,,,ApJ  492 428,1998 January 10,1998,http://dx.doi.org/10.1086/305073,,06 roundup,LRIS,,,,
1998ApJ...493L..53G,Constraints on Cosmological Models from Hubble Space Telescope Observations of High-Z Supernovae.,"Garnavich, P.|Kirshner, R.|Challis, P.|et al.",,,,ApJ 493 L53,1998 February,1998,http://dx.doi.org/10.1086/311140,,,LRIS,,,,
1998ApJ...494L.137B,A Constant Clustering Amplitude for Faint Galaxies?,"Brainerd, T.|Smail, I.",,,,ApJ 494 L137,1998 February,1998,http://dx.doi.org/10.1086/311195,,,LRIS,,,,
1998AJ....115..377F,Keck spectroscopy of three gravitational lens systems discovered in the JVAS and CLASS surveys,"Fassnacht, C.|Cohen, J.",,,,AJ 115 377,1998 February,1998,http://dx.doi.org/10.1086/300219,,,LRIS,,,,
1998AJ....115..666K,Keck HIRES spectroscopy of M92 subgiants - Surprising abundances near the turnoff,"King, J.|Stephens, A.|Boesgaard, A.|Deliyannis, C.",,,,AJ 115 666,1998 February,1998,http://dx.doi.org/10.1086/300209,,,HIRES,,,,
1998ApJ...494L.211M,The Optical Spectrum of the Geminga Pulsar,"Martin, C.|Halpern, J.|Schiminovich, D.",,,,ApJ 494 L211,1998 February,1998,http://dx.doi.org/10.1086/311179,,,LRIS,,,,
1998ApJ...496..808C,The Ages and Abundances of a Large Sample of M87 Globular Clusters,"Cohen, J.|Blakeslee, J.|Ryzhov, A.",,,,ApJ 496 808,1998 March,1998,http://dx.doi.org/10.1086/305429,,,LRIS,,,,
1998ApJ...495..276A,The {O iii} Emission-Line Nebula of the Z = 3.594 Radio Galaxy 4C +19.71,"Armus, L.|Soifer, B.|Murphy, T.|et. al.",,,,ApJ 495 276,1998 March,1998,,,,NIRC,,,,
1998AJ....115..890C,Serendipitous Discovery of a Broad Absorption Line QSO at Z = 2.169,"Canalizo, G.|Stockton, A.|Roth, K.",,,,AJ 115 890,1998 March,1998,http://dx.doi.org/10.1086/300258,,,LRIS,,,,
1998ApJ...495...44C,Recovery of the Power Spectrum of Mass Fluctuations from Observations of the LY alpha Forest,"Croft, R.|Weinberg, D.|Katz, N.|Hernquist, L.",,,,ApJ 495 44,1998 March,1998,http://dx.doi.org/10.1086/305289,,,HIRES,,,,
1998ApJ...495L..13G,Optical Structure and Colors of Faint Compact Narrow Emission-Line Galaxies,"Guzman, R.|Jangren, A.|Koo, D..|et. al.",,,,ApJ 495 L13,1998 March,1998,http://dx.doi.org/10.1086/311205,,,HIRES,,,,
1998AJ....115.1667J,Spectral Diversity in the Kuiper Belt from Optical and Infrared Observations,"Jewitt, D.|Luu, J.",,,,AJ 115 1667,1998 April,1998,http://dx.doi.org/10.1086/300299,,,NIRC,,,,Solar System
1998ApJ...497..573G,"The lensing cluster MS0440+02 senn by HST, ROSAT and ASCA: I. Cluster Properties","Gioia, I.|Shaya, E.|Le Fevre, O.|et. al.",,,,ApJ 497 573,1998 April,1998,http://dx.doi.org/10.1086/305471,,,LRIS,,,,
1998AJ....115.1319C,High-z Lyman alpha Emitters. I. A Blank-Field Search for Objects Near Redshift z=3.4 in and around the Hubble Deep Field and the Hawaii Deep Field SSA22,"Cowie, L.|Hu, E.",,,,AJ 115 1319,1998 April,1998,http://dx.doi.org/10.1086/300309,,,LRIS,,,,
1998AJ....115.1418H,A Blind Test of Photometric Redshift Prediction,Hogg D.|Cohen J.|Blandford R.|et. al.,,,,AJ 115 1418,1998 April,1998,http://dx.doi.org/10.1086/300277,,,LRIS,,,,
1998ApJ...497...67F,Remeasurement of the H i Gunn-Peterson Effect toward QSO PKS 1937-101 with Keck Observations,"Fang, Y.|Fan, X.|Tytler, D.|Crotts, A.",,,,ApJ 497 67,1998 April,1998,http://dx.doi.org/10.1086/305431,,,HIRES,,,,
1998AJ....115.1500K,Proton Capture Chains in Globular Cluster Stars. III. Abundances of Giants in the Second-Parameter Globular Cluster NGC 7006,"Kraft, R.|Sneden, C.|Smith, G.|et. al.",,,,AJ 115 1500,1998 April,1998,http://dx.doi.org/10.1086/300279,,,HIRES,,,,
1998A&A...332..514L,Spectroscopy of the extended emission associated with two high-z quasars,"Lehnert, M.|Becker, R.",,,,A&A 332 514,1998 April,1998,,,,LRIS,,,,
1998AJ....115.1371S,The First FIRST Gravitationally Lensed Quasar FBQ 0951+2635,"Schechter, P.|Gregg, M.|Becker, R.|et. al.",,,,AJ 115 1371,1998 April,1998,http://dx.doi.org/10.1086/300294,,,LRIS,,,UC,
1998AJ....115.1230S,Discovery of an X-Ray-selected Quasar with a Redshift of 4.45,"Schneider, D.|Schmidt, M.|Hasinger, G.|et. al.",,,,AJ 115 1230,1998 April,1998,http://dx.doi.org/10.1086/300307,,added 27Sep12 ADS Labs full text search,LRIS,,,Caltech,
1998AJ....115.1972P,The Multiplicity of the Hyades and its Implications for Binary Star Formation and Evolution,"Patience, J.|Ghez, A.|Ried, I.|et. al.",,,,AJ 115 1972,1998 May,1998,http://dx.doi.org/10.1086/300321,,,NIRC,,,NASA,
1998ApJ...498L.147D,Correlated Depletion of Lithium and Beryllium in F Stars,"Deliyannis, C.|Boesgaard, A.|Stephens, A.|et. al.",,,,ApJ 498 L147,1998 May,1998,http://dx.doi.org/10.1086/311317,,,HIRES,,,,
1998ApJ...498L..59O,On the Existence of Jets in the Recurrent Nova T Pyxidis,"O'Brien, T.|Cohen, J.",,,,ApJ 498 L59,1998 May,1998,http://dx.doi.org/10.1086/311300,,,LRIS,,,Caltech,
1998Natur.393...35K,Identification of a Host Galaxy at Redshift z = 3.42 for the Gamma-Ray Burst of 14 December 1997,"Kulkarni, S.|Djorgovski, S.|Ramaprakash, A.|et al.",,,,Nature 393 35,1998 May,1998,,,,LRIS,,,Caltech,
1998ApJ...499L..61M,A New Pleiades Member at the Lithium Substellar Boundary,"Martín, E.|Basri, G.|Gallegos, J.|et. al.",,,,ApJ 499 L61,1998 May,1998,http://dx.doi.org/10.1086/311350,,,LRIS,,,,
1998ApJ...498L..93D,A Galaxy at z=5.34,"Dey, A.|Spinrad, H.|Stern, D|et. al.",,,,ApJ 498 L93,1998 May,1998,http://dx.doi.org/10.1086/311331,,,LRIS,,,,
1998Natur.393...43R,The energetic afterglow of the gamma-ray burst of 14 December 1997,"Ramaprakash, A.|Kulkarni, S.|Frail, D.|et. al.",,,,Nature 393 43,1998 May,1998,,,,NIRC,,,Caltech,
1998ApJ...499..699B,The Deuterium Abundance toward Q1937-1009,"Burles, S.|Tytler, D.",,,,ApJ 499 699,1998 May,1998,http://dx.doi.org/10.1086/305667,,,HIRES|LRIS,,,,
1998ApJ...499..181C,The Kinematic Composition of MG II Absorbers,"Charlton, J.|Churchill, C.",,,,ApJ 499 181,1998 May,1998,http://dx.doi.org/10.1086/305632,,,HIRES,,,,
1998ApJ...499L..21C,The UV Radiation from Z approximately 2.5 Radio Galaxies. Keck Spectropolarimetry of 4C 23.56 and 4C 00.54,"Cimatti, A.|di Serego A.|Vernet, J.|et. al.",,,,ApJ 499 L21,1998 May,1998,http://dx.doi.org/10.1086/311354,,,LRIS,,,,
1998A&A...333..746H,Early recovery of Comet 55P/Tempel-Tuttle,"Hainaut, O.|Meech, K.|Boehnhardt, H.|West, R.",,,,A&A 333 746,1998 May,1998,,,,LRIS,,,,Solar System
1998A&A...333..106M,Starcounts in the flanking fields of the Hubble Deep Field. The faint end of the disc stellar luminosity function and its scale-height,"Mendez, R.|Guzman, R.",,,,A&A 333 106,1998 May,1998,,,,LRIS,,,,
1998AJ....115.1888S,Keck HIRES Abundances in the Dwarf Spheroidal Galaxy Draco,"Shetrone, M.|Bolte, M.|Stetson, P.",,,,AJ 115 1888,1998 May,1998,http://dx.doi.org/10.1086/300341,,,HIRES,,,,
1998ApJ...498L...9C,Infrared Imaging of GRB 970508,"Chary, R.|Neugebauer, G.|Morris, M.|et. al.",,,,ApJ 498 L9,1998 May,1998,,,added 27Sep12 ADS Labs full text search,NIRC,,,UC,
1998ApJ...498..385S,HD 98800: A Unique Stellar System of Post-T Tauri Stars,"Soderblom, D.|King, J.|Siess, L.|et. al.",,,,ApJ 498 385,1998 May,1998,http://dx.doi.org/10.1086/305542,,added 27Sep12 ADS Labs full text search,HIRES,,,,
1998AJ....115.2184S,The Redshift Evolution of the Metagalactic Ionizing Flux Inferred from Metal Line Ratios in the Lyman Forest,"Songaila, A.",,,,AJ 115 2184,1998 June,1998,http://dx.doi.org/10.1086/300387,,,HIRES,,,,
1998AJ....115.2356C,An Old Cluster in NGC 6822,"Cohen, J.|Blakeslee, J.",,,,AJ 115 2356,1998 June,1998,http://dx.doi.org/10.1086/300389,,,LRIS,,,,
1998ApJ...499L.119C,Image Deconvolution of the Radio Ring PKS 1830--211,"Courbin, F.|Lidman, C.|Frye, B.|et. al.",,,,ApJ 499 L119,1998 June,1998,http://dx.doi.org/10.1086/311376,,,NIRC,,,,
1998ApJ...499L.115F,Discovery of Red Selected Arcs at Z = 4.04 behind Abell 2390,"Frye, B.|Broadhurst, T.",,,,ApJ 499 L115,1998 June,1998,http://dx.doi.org/10.1086/311361,,,LRIS,,,,
1998ApJ...499L.199S,Keck Spectra of Pleiades Brown Dwarf Candidates and a Precise Determination of the Lithium Depletion Edge in the Pleiades,"Stauffer, J.|Schultz, G.|Kirkpatrick, J.",,,,ApJ 499 L199,1998 June,1998,http://dx.doi.org/10.1086/311379,,,LRIS,,,,
